,GSM8391918_H23-Ctrl.CEL.gz,GSM8391919_H23-KRAS-C12.CEL.gz,GSM8391920_H358-Ctrl.CEL.gz,GSM8391921_H358-KRAS-C12.CEL.gz,GSM8391922_H1792-Ctrl.CEL.gz,GSM8391923_H1792-KRAS-C12.CEL.gz,GSM8391924_H441-Ctrl.CEL.gz,GSM8391925_H441-KRAS-V12.CEL.gz,GSM8391926_H1299-Ctrl.CEL.gz,GSM8391927_H1299-KRAS-C12.CEL.gz,GSM8391928_H1299-KRAS-V12.CEL.gz,GSM8398301_HBEC3.CEL.gz,GSM8398302_HBEC3-K.CEL.gz,GSM8398303_HBEC3-p53.CEL.gz,GSM8398304_HBEC3-p53K.CEL.gz
X1552455_at,5.515272062,5.611329843,5.514287871,5.616287754,5.56612279,5.537106241,5.584778853,5.611329843,5.611329843,5.551647631,5.489710975,5.657315418,5.912578032,5.952352521,6.056015403
X1552456_a_at,6.596065766,6.802233081,6.711193439,6.774841935,6.33089848,6.711193439,6.637003835,6.846925046,6.711193439,6.679114979,6.866493114,6.663853776,6.662949642,6.399935633,6.926197028
X1552457_a_at,4.453268054,4.541221704,4.483207416,4.480564831,4.504632915,4.505170433,4.603745027,4.574023973,4.331004247,4.662220866,4.862726204,4.544959052,4.755794716,4.966989498,4.497393428
X1552458_at,4.937543275,4.884527392,4.760066908,4.92147654,4.734732393,4.730922847,4.778898797,4.719599947,4.790455758,4.892215548,4.976791243,4.97841772,5.098443238,5.170503803,5.662962437
X1552459_a_at,5.994330631,5.871335178,5.912843595,6.068892976,6.37186444,6.070186777,5.981523168,5.993539601,6.209279235,6.070186777,6.288801262,6.174828614,6.052240519,6.305343929,6.375036867
X1552461_at,5.015226263,4.973976371,5.135672793,4.939688431,5.031557488,4.939274607,4.973976371,4.973976371,4.918967093,4.932221117,5.011613985,4.780826444,5.000926672,4.973976371,5.049560972
X1552463_at,4.869173524,5.064476125,5.099251206,5.015226263,5.131277594,5.082508426,5.099251206,4.913291127,4.978415747,5.005468426,5.159531794,5.018443186,5.469239201,5.473411303,5.69845144
X1552466_x_at,4.703580394,4.721904303,4.785601713,4.738762546,4.683460571,4.809968627,4.889347862,4.909569971,4.881386168,5.006384399,5.140623509,4.643901412,4.534323819,4.566536276,4.678506789
X1552467_at,6.673285126,6.599392129,6.601790587,6.610589668,6.578231638,6.493806702,6.747460421,6.55311326,6.47841156,6.504314594,6.673285126,7.156763613,6.711591494,7.160251643,7.226287418
X1552468_a_at,6.858297491,6.949248654,7.077882292,7.32020013,7.077468797,6.748488446,7.080907382,6.710091464,7.183094768,6.834445888,6.737966465,7.598213847,7.118736861,7.468034401,6.901189157
X1552470_a_at,4.66186722,4.544083812,4.560594521,4.558007593,4.493681748,4.458144123,4.566103143,4.623999301,4.52035922,4.41663154,4.475618459,4.577168395,4.391332337,4.804386227,4.292156692
X1552472_a_at,6.704878492,6.555150052,8.01384254,7.637821596,7.487035051,7.724143618,8.640757755,8.263803962,8.373085409,8.472554619,8.147395776,7.091240542,7.964552506,7.110021601,7.774064236
X1552473_at,8.754789426,8.624590947,8.398780833,8.395217694,7.962164051,8.110416064,8.441124098,8.598528971,8.217927853,8.29141906,8.307993824,8.920266767,8.443410941,8.856632028,8.707456251
X1552474_a_at,9.496396506,9.40505124,8.580232371,8.761873841,8.185789981,8.555593475,8.982513881,9.468311553,8.182249589,8.29742534,8.131837389,8.358421025,8.223453322,8.318043152,8.464670805
X1552476_s_at,6.473508364,6.617002557,6.842437356,6.822610079,6.760168116,6.743061684,6.689400893,6.367775255,6.432362806,6.425060727,6.151197171,6.696748261,6.954657104,6.584842031,7.011688933
X1552477_a_at,5.335473311,5.275285403,7.801064654,8.64845303,5.15493644,5.328405965,7.388925151,7.451068427,5.08996907,5.086518332,4.980389779,10.11719092,10.34692517,10.29478549,9.969800703
X1552478_a_at,5.191642599,5.44334024,5.521269145,5.573914091,5.378432493,5.549114443,5.602849386,5.742121876,5.27710256,5.428242648,5.640931491,5.467784654,5.256998506,5.577767259,5.47250299
X1552480_s_at,4.053295703,4.030412921,4.016704483,4.097387595,4.11899407,4.100319343,3.9970772,4.193082379,3.990263994,4.127709375,4.217341467,4.087283089,4.098318303,4.193117341,4.085995385
X1552481_s_at,7.043845871,7.389486283,5.870304835,6.149905786,6.067252647,6.045362311,6.247117636,6.392529081,5.765182819,5.803018098,5.674454799,5.917753301,6.066535973,5.673704823,6.04543608
X1552482_at,4.807377864,4.938235168,4.902972115,4.842283037,4.779761691,4.983847027,5.151997775,5.11572852,5.075175945,4.791853149,5.029140259,5.114119377,4.975781198,5.060530726,4.700222066
X1552484_at,7.110066842,6.992646842,7.047054676,7.069796107,7.176065294,7.002207777,7.078334809,7.101513347,7.032658958,7.077827376,7.403101229,7.50267451,7.030926255,7.447169832,7.304476894
X1552485_at,7.937767953,7.556837538,8.091062747,8.568460468,8.597352309,8.527953187,7.68449201,7.868657973,7.998698137,8.138153549,8.256926969,6.501462387,7.078330591,6.714078046,6.620865739
X1552486_s_at,7.304458911,7.178955675,7.787335092,9.104318358,8.829848483,8.840707705,6.329238169,7.130613862,8.027567432,7.823224596,7.134850586,6.056714049,5.820439385,7.00280127,5.933283488
X1552487_a_at,5.67981687,4.969764859,4.340095218,4.118154913,4.398803384,4.376623064,4.306334207,4.155446913,6.665516244,6.841628166,6.919850765,11.03841963,11.11910685,11.18719334,11.7614338
X1552489_s_at,4.578299877,4.549678032,4.574023973,4.541380696,4.582803383,4.449394369,4.378347466,4.354900247,5.645371751,5.257983907,5.331950374,4.463058247,4.277792652,4.446313563,4.465905134
X1552490_at,5.009853047,4.996267421,4.938595985,5.076687402,4.925511761,4.973199934,4.969631328,5.010306929,5.359871935,5.179395958,5.098443238,5.010306929,5.010306929,5.239953135,4.967101509
X1552491_at,7.344314992,7.259205658,7.110565115,6.842437356,7.267690635,7.293839178,7.112592791,7.117372822,7.195004865,7.25532121,7.195004865,6.941318487,7.289961113,6.946492688,7.195004865
X1552493_s_at,5.977181416,5.95209777,5.832776743,5.831005807,5.991738696,5.922051917,6.068754703,5.849764541,5.88085038,5.913401184,6.109861949,5.804423519,5.786446615,5.865114948,6.060540811
X1552494_at,5.828904082,5.774582094,5.596909676,5.841599746,5.758959527,5.702051605,5.800940194,5.831209513,5.940378726,5.797580881,5.823913162,5.873097573,5.693037754,5.87005686,5.9430012
X1552496_a_at,5.599116106,5.840525113,6.274176899,6.697683432,5.433644926,5.327316905,6.150756858,6.169531809,5.48496434,5.244242952,5.763146029,5.336997852,5.445467723,5.348611018,5.236839651
X1552497_a_at,6.72454445,6.854561385,6.741890363,6.537319141,6.422894357,6.549780093,6.64840421,6.55345979,6.447306655,6.248338843,6.323403584,6.782842978,7.461988023,6.50740405,7.464055658
X1552498_at,5.006823753,5.080239039,4.912156232,4.960264599,4.84738847,4.984248976,4.984248976,4.833435413,4.813789109,4.984248976,5.029212997,5.095674454,5.421068014,5.087651834,5.37702074
X1552499_a_at,6.018126847,5.973810912,6.141233497,6.199584881,5.740901173,5.728491605,6.137847836,5.948600005,6.334345722,5.988032965,6.266714588,6.047316243,6.010607742,5.79177225,6.097448281
X1552501_a_at,7.961975773,7.946117094,7.706398801,7.699293296,7.832211956,7.762464472,7.846629502,7.696084591,7.567970372,7.437795368,7.847845193,8.2670484,8.17499925,7.884347787,7.863319776
X1552502_s_at,5.442427684,5.641538682,5.946808994,6.094647388,6.045213003,5.751935685,10.01123927,10.4208529,5.778166134,5.829296187,5.573605068,6.241014861,6.365502099,7.040852099,6.357615268
X1552503_at,6.062225362,5.970612415,6.106237293,6.070106039,6.046763996,6.046763996,6.109811135,6.046763996,6.044897136,5.992283484,5.811428715,6.252229658,6.226269481,6.068408041,5.978233638
X1552504_a_at,5.778581565,5.600610581,5.435894713,5.528110895,5.555699824,5.632192942,5.330187877,5.299944888,5.589161558,5.570385222,5.348536093,6.094190583,6.172308695,5.945537359,5.839899226
X1552506_at,5.080381996,5.167580869,5.213264777,5.18810156,5.017916636,4.931843569,5.153308816,5.034732541,5.06794119,5.005468426,4.918874547,5.094953306,5.202722801,5.114353327,5.144836124
X1552507_at,5.784927788,5.962048622,5.742118862,5.962530477,6.138563844,6.17413352,5.983542945,5.859473272,5.71795121,5.830455003,5.715807709,5.813286767,5.96822298,5.777463197,6.04825149
X1552508_at,5.650067785,5.591115401,5.539118776,5.591115401,6.179350276,6.480974295,5.651948993,5.465198748,5.451211952,5.473248716,5.591115401,5.604605039,5.651876055,5.591115401,5.853111708
X1552509_a_at,4.60807952,4.662487921,4.702816155,4.643657147,4.676653105,4.666123834,4.660072583,4.494273212,4.573141253,4.503171881,4.638493107,4.672210413,4.84769594,4.815405472,4.662487921
X1552510_at,9.284680729,9.267588951,9.321424857,9.284680729,9.274322653,9.127945952,9.283294129,9.237882474,9.015625411,9.135496604,9.142436472,9.79853795,9.414451705,9.52832006,9.754203296
X1552511_a_at,4.243858733,4.274356236,4.596139099,4.3800765,5.668544259,6.477226507,4.376859703,4.232351907,4.318814635,4.213861681,4.559520497,4.873614144,6.892867368,5.211920696,5.650047071
X1552514_at,4.508889157,4.549678032,4.518131838,4.656828053,4.47564279,4.314573068,4.527295865,4.64150081,4.35055703,4.461030047,4.460349969,4.483819255,4.420475855,4.532062777,4.561986179
X1552515_at,5.497423983,5.819330108,5.640056312,5.614964963,5.647560978,5.540610994,5.750681972,5.640056312,5.511714864,5.640056312,5.494236941,5.723817323,5.718011285,5.4436999,5.899118087
X1552516_a_at,5.612243722,5.526093258,5.4722373,5.496372376,5.526093258,5.444983561,5.442895713,5.429800678,5.540176946,5.359693812,5.562550338,5.568381434,5.628380372,5.511706572,6.056419985
X1552518_s_at,6.558260856,6.365836077,7.515415369,6.907072632,5.862000984,6.361338042,6.837771894,6.929724057,6.680883007,6.547797375,6.399075387,5.521408389,5.781793197,6.229143564,5.423011079
X1552519_at,5.770521059,5.731516599,5.898988715,5.871724371,6.19512085,5.684572073,6.473535016,6.182686356,5.459713026,5.764929427,5.64811502,5.58296537,6.258590261,5.315719701,6.594138889
X1552520_at,6.571887543,6.68368045,6.802549834,6.688650432,6.489596202,6.591747273,6.136081512,6.307405219,6.805044756,6.972993823,7.320431015,6.376209229,6.44678543,6.047553589,6.405255225
X1552521_a_at,5.138218419,4.728520415,5.170040738,4.954199939,4.686656213,4.523786974,4.018070101,3.958809697,5.772174875,6.120221296,5.389790229,4.313140593,4.14330983,4.516564219,4.239005679
X1552522_at,4.143370434,4.143517452,4.264438509,4.130242528,4.369885879,4.168469242,4.124152993,4.316460732,4.239018595,4.234659558,4.251190797,4.349292762,4.349828198,4.419484352,4.409995632
X1552523_a_at,6.137990311,6.280302043,6.5319239,6.473322785,6.423254531,6.448667266,6.342992781,6.342992781,6.240610692,6.57186137,6.552781078,6.228252772,5.904881137,6.189247333,6.342992781
X1552524_at,7.999382703,7.950123372,7.930566902,7.750796121,7.797933643,7.828338252,7.926759559,7.98409361,7.930566902,7.880917732,7.993173675,8.083110344,7.979485509,7.781531236,8.37366003
X1552526_at,6.376005938,6.404995255,6.596709224,6.497748379,6.41492713,6.47889446,6.5523354,6.619282696,6.681835343,6.371444556,6.519467489,6.525970695,6.525970695,6.534150719,6.657994301
X1552528_at,7.680484954,7.494030832,7.494030832,7.500746337,7.494030832,7.395145321,7.494030832,7.317064174,7.348640579,7.395359662,7.39805276,7.660288311,7.896148382,7.923326729,7.944243265
X1552531_a_at,5.924204215,6.075216633,5.663040961,5.648965888,5.667441613,5.491061853,5.673709922,5.584130508,6.806710774,6.408333649,6.681015428,5.399183794,5.687973441,5.748755759,5.861562663
X1552532_a_at,4.643977268,4.600776315,4.46009501,4.492211781,4.760060456,4.640970687,4.576755912,4.599762675,4.596648656,4.60949162,5.101537932,4.560656086,4.251346279,4.914544469,4.519366946
X1552535_at,6.890287252,7.141439642,7.152397143,7.128523605,7.071932488,7.139395279,7.227764205,6.858534888,7.309434547,7.134507654,7.139395279,7.139395279,7.029157676,7.19455432,7.120658199
X1552536_at,6.010019935,6.251087286,6.033213022,6.066879173,6.15927746,5.919411659,6.148993905,5.910554123,6.107545083,5.868837195,6.35265586,6.444443993,6.472278494,6.107545083,5.965370149
X1552538_a_at,5.359965137,5.444261636,5.046068291,5.127981075,5.165623378,5.285150135,5.322703225,5.495877859,5.351531983,5.466824459,5.366400057,5.537117764,5.238803143,5.628183092,5.090655548
X1552540_s_at,7.211515366,6.896274758,8.432394869,8.909493581,6.534710531,6.652648397,7.460849682,7.671088141,7.091581272,7.336834822,6.982312931,6.67001479,6.31080452,6.631625591,6.120305339
X1552541_at,7.637179299,7.677339556,7.717807475,7.72430232,7.951106213,7.709378524,7.90118413,7.979518705,7.672810729,7.744171305,7.73624598,8.311791089,8.216850422,8.244791888,8.036265013
X1552542_s_at,4.922029744,4.983847027,5.0128593,5.024306435,4.912065745,4.887858724,4.972275205,4.627706548,4.983847027,4.971329583,4.987656573,4.983847027,5.021271541,5.02098368,5.335217118
X1552543_a_at,6.158377884,6.084729377,6.263802819,6.263802819,6.183535277,6.205361968,6.263802819,6.080242929,6.341123364,5.914558645,6.326429117,6.383629201,6.120492158,6.448389585,6.706599982
X1552544_at,5.931971851,6.132278909,6.002653984,6.152231097,6.109787183,6.070373574,6.117449907,6.051049651,6.123159198,5.973412314,6.299987557,6.151480908,6.082744605,6.199584881,6.885056135
X1552546_a_at,5.314515778,4.751133555,8.106436429,6.85832762,6.461779363,5.901372618,6.310360743,5.290266597,6.890021622,6.931003586,6.750949552,8.444416175,8.769856354,7.475367684,9.566200136
X1552548_at,5.117570676,5.108673045,5.176360795,5.158269479,5.062438783,4.888696684,5.206344114,4.920527556,4.946929195,4.846064411,4.852092926,5.389939688,5.531506043,5.298900271,5.912275837
X1552549_a_at,7.158533027,7.313311634,6.68698238,7.002437806,7.200274469,6.987008238,6.950890124,6.977004072,6.864762457,7.022751013,6.897921089,7.16214798,7.078748324,7.169724036,7.640242975
X1552552_s_at,4.845577388,4.868722779,4.828532809,4.803318746,4.828532809,4.565312288,4.9130203,4.934089038,4.52035922,4.882883023,4.832259715,5.069622397,4.832839745,4.827261841,5.422708935
X1552553_a_at,4.623093318,4.652268988,4.704303102,4.534122372,4.549721862,4.619848205,4.712884533,4.708230545,4.777917514,4.712884533,4.806362909,4.816046586,5.596161145,4.60564903,5.491037897
X1552554_a_at,5.292287132,5.480502322,5.096297662,5.185459634,5.329319542,5.299875631,5.299875631,5.164913341,5.299875631,5.40222615,5.462116689,5.381883745,5.193666208,5.45739007,5.559563613
X1552555_at,6.156541013,6.346929744,6.221983854,6.300192705,6.254226295,6.482734057,6.35398991,6.209305186,6.300192705,6.284583696,6.497233374,6.480794029,6.044484658,6.628349126,6.226079457
X1552557_a_at,4.977131138,5.04482973,4.927767439,4.939096664,6.162852903,6.034102618,5.080381996,4.887395643,6.826905933,6.840981374,6.971210468,5.049916146,4.770069214,4.987488582,5.018121301
X1552558_a_at,7.052985949,7.166143694,7.113918284,7.128931697,7.290619464,7.300528745,7.156076993,7.031046803,7.263053065,7.283210854,6.945790225,7.463871541,7.313739072,7.250332412,7.296492065
X1552559_a_at,5.707085515,5.860317803,5.461419265,5.661584976,5.67527735,5.895941465,5.524667894,5.643251182,5.463141011,5.335572741,5.800230014,5.880526076,5.690874122,5.737597935,5.881677498
X1552562_at,6.681863777,6.442297534,6.255309287,6.314110279,6.4213613,6.880733591,6.055699097,5.946174572,7.922192851,7.745895064,7.892041437,6.278942505,6.369628583,6.080509628,6.299526584
X1552563_a_at,4.559203263,4.484898593,4.579485213,4.508744961,4.238014916,4.46028828,4.508744961,4.46937132,4.442166538,4.454741067,4.501359497,4.708696552,4.74867021,4.648928477,4.512292382
X1552564_at,5.063644226,5.24451809,5.004149738,4.898927914,5.302040638,5.408421386,5.153128344,5.263943319,5.320719585,5.635311221,6.031497472,5.13007514,5.04130073,5.233875696,5.184137648
X1552566_at,5.811131999,5.970355851,5.467457908,5.395452565,5.709814509,5.684164832,5.709814509,5.704201689,5.709814509,5.772547735,5.677463768,5.934768187,5.655864579,5.81400529,6.056646355
X1552568_at,6.775743119,6.871403552,6.96849608,7.075174529,6.937165108,6.819349849,6.942995453,6.982119234,6.725925737,6.861791969,7.013078323,7.282816003,7.202874195,7.355229784,7.438939122
X1552569_a_at,5.76574306,5.930884447,5.914811001,5.904402197,6.150185117,6.055562668,6.042932681,5.994495192,6.094904494,6.160822805,6.043746807,6.079671944,6.146483602,6.132567357,6.072941477
X1552570_at,6.868645592,7.077468797,6.860787233,6.777021181,6.844242294,6.81623686,6.89481345,6.783701458,6.95016653,6.858646407,6.816693243,7.076790366,6.899311706,6.860787233,6.956301806
X1552572_a_at,5.397323931,5.313872859,5.998755596,5.606838525,6.606274686,6.823038299,6.264997911,5.606000536,4.899379632,4.889194419,4.307496032,4.719819965,4.793340756,4.696361985,4.765383156
X1552573_s_at,6.692133125,6.707535106,7.083067024,6.903257171,6.921757154,7.067134521,7.501301306,8.122973798,6.289077386,6.071128059,6.418185163,6.236478131,6.45916422,6.400699362,6.609009592
X1552575_a_at,6.919161195,6.759533,9.178996501,8.597474117,8.363293366,8.368205762,7.945927756,8.258806389,5.709755322,6.121726449,5.930780743,9.693319009,10.67050519,9.233103222,10.44917856
X1552576_at,6.236582019,6.35685877,6.239269546,6.193593141,6.286562966,6.536720882,6.286562966,6.286562966,6.286562966,6.304884267,6.302458357,6.681410173,6.277392376,6.214853532,6.241553542
X1552578_a_at,4.67772145,4.581798428,5.421820005,6.332349517,4.804209844,4.717101961,5.04341274,4.66588687,4.84944676,4.865895073,4.91478332,4.795606883,4.84743234,5.032301156,5.272805082
X1552579_a_at,6.31886811,6.260927071,6.512605373,6.630406713,6.496953646,6.531239504,6.552736211,6.424595841,6.699868234,6.762832285,6.824671533,6.635663031,6.127829067,6.531239504,6.099109039
X1552580_at,6.769795833,7.30018529,5.653783013,5.571859749,5.677007893,5.609065573,5.830211287,5.620522524,5.662165172,5.737836214,5.714933302,5.732769845,5.669736777,5.842312582,5.866383836
X1552582_at,4.252732172,4.402760981,4.273208903,4.455110434,4.404034999,4.419843151,4.447909711,4.370767811,4.335329829,4.280216816,4.529802988,4.402760981,4.448947249,4.240055475,5.314515778
X1552583_s_at,5.245204878,5.240418043,5.396298448,5.174417805,5.351711845,5.250536754,5.357828871,5.13476175,5.351711845,5.355926616,5.462673027,5.452916089,5.403569567,5.615823036,5.517684379
X1552584_at,5.264766192,5.412832117,5.562910844,5.466605522,5.637349381,5.576093163,5.623331674,5.292196015,5.110008826,5.267405928,5.374537422,5.300870112,5.106044483,5.389055395,5.222601339
X1552585_s_at,4.452966141,4.439258288,4.440121133,4.582473309,4.388613975,4.428744073,4.564627995,4.469598427,4.497527278,4.557269784,4.469598427,4.508250374,4.469598427,4.742209189,4.671772366
